id,kind,qa_id,path_id,question,reference_answer,model_answer,exact_match,token_f1,rouge_l,refusal,empty,invalid,answer_words,latency_ms,failure_category,error
"paraphrase_15","paraphrase","qa_000218","direct_notebook_chat","What should I know about this handbook topic: What academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","The candidature requirements for the Master of Software Engineering (Software Technology) highlight the following academic and administrative conditions: - A minimum of a bachelor’s degree with a relevant background in software engineering or a related field. - Minimum academic standing of Second Class Upper (2A) or equivalent. - Proof of English language proficiency, if applicable. - Submission of a research proposal or statement of purpose. - Completion of prerequisite courses, if required. - Compliance with the university’s academic regulations, including attendance and coursework requirements.","0","0.3","0.2","false","false","false","80","2483","fail_low_f1",""
"paraphrase_16","paraphrase","qa_000371","direct_notebook_chat","Please explain this handbook question: How are plagiarism checking and originality expectations enforced in the academic project?","Students are expected to produce original work and that plagiarism in the academic project may result in disciplinary action under the University of Malaya rules.","Plagiarism checking and originality expectations in academic projects at the Faculty of Computer Science and Information Technology, Universiti Malaya, are enforced through the use of plagiarism detection software such as Turnitin. All submitted academic projects are subjected to plagiarism checks as part of the assessment process. The faculty expects all students to adhere to the highest standards of academic integrity, ensuring that all work is original and properly cited. Any instance of plagiarism is taken seriously and may result in academic sanctions as outlined in the university's academic regulations.","0","0.313","0.1739","false","false","false","90","2412","fail_low_f1",""
"paraphrase_17","paraphrase","qa_000387","direct_notebook_chat","In simple terms, what policy links, regulations, or university rule documents are referenced for undergraduate students?","The undergraduate rules section refers students to the University of Malaya Bachelor's Degree rules and regulations, together with related university policy and administrative references.","The following documents are referenced for undergraduate students: - **University Handbook** - **Student Rules and Regulations** - **Academic Policies** - **Code of Conduct** - **Programme Regulations** - **Enrolment and Registration Policies** - **Assessment and Examination Policies** - **Graduation Requirements** - **Student Support and Services Policies** - **Health and Safety Policies**","0","0.2769","0.2462","false","false","false","40","2154","fail_low_f1",""
"paraphrase_18","paraphrase","qa_000170","direct_notebook_chat","For a student, what facilities and research focus are described for the Robotedge AI Robotic Lab?","The Robotedge AI Robotic Lab, previously known as the Natural Language Processing Lab, is equipped for AI robotics research and development, especially in environmental, home services, and search-and-rescue areas.","The Robotedge AI Robotic Lab provides state-of-the-art facilities for robotics and artificial intelligence research, including advanced robotic platforms, sensor systems, and AI development tools. The research focus includes autonomous systems, human-robot interaction, AI-driven robotics, and intelligent control systems.","0","0.3784","0.3243","false","false","false","43","1608","fail_low_f1",""
"paraphrase_19","paraphrase","qa_000381","direct_notebook_chat","Could you summarize this: What dress expectations are illustrated for official events?","For official events, the poster illustrates formal attire, including suit-style clothing and traditional formal wear, to convey a neat and official appearance appropriate for formal university occasions.","The handbook specifies that for official events, attire should be formal and professional, typically consisting of a suit and tie for men and a blouse with skirt or pants suit for women. Footwear should be polished and appropriate for the event's setting.","0","0.338","0.2817","false","false","false","43","1528","fail_low_f1",""
"paraphrase_20","paraphrase","qa_000862","direct_notebook_chat","What should I know about this handbook topic: Hey, is Bachelor of Computer Science (Artificial Intelligence) listed among the undergraduate programmes offered by the faculty?","Yes. Bachelor of Computer Science (Artificial Intelligence) is listed among the faculty's six undergraduate programmes.","Yes, the Bachelor of Computer Science (Artificial Intelligence) is listed among the undergraduate programmes offered by the Faculty of Computer Science and Information Technology, Universiti Malaya.","0","0.6667","0.619","false","false","false","26","1306","partial_low_f1",""
"paraphrase_21","paraphrase","qa_000658","direct_notebook_chat","Please explain this handbook question: Real quick, what facilities and student access are described for Micro Lab 4 (MM4)?","Micro Lab 4 (MM4) has 60 computer units connected to Windows Active Directory servers and the Internet, and it is open to undergraduate and postgraduate students.","The handbook states that Micro Lab 4 (MM4) is equipped with microprocessor development kits, oscilloscopes, logic analyzers, and other electronic testing equipment. Student access is provided during scheduled laboratory sessions as part of the coursework.","0","0.2295","0.1967","false","false","false","35","1533","fail_low_f1",""
"paraphrase_22","paraphrase","qa_000472","direct_notebook_chat","In simple terms, could you list the programme goals, objectives, or learning outcomes for Master of Artificial Intelligence?","The programme educational objectives focus on applying artificial intelligence techniques both theoretically and practically, contributing AI skills to sustainable development and societal well-being, and demonstrating professional attitudes and ethics in producing science and technology solutions. The learning outcomes emphasise mastery of AI knowledge, recommending innovative AI solutions, evaluating AI tools for usability and effectiveness, communicating and presenting technical materials, using tools and techniques to design and validate AI-related knowledge, leadership and teamwork, lifelong learning with an entrepreneurial mindset, and professional ethics in research and service.","The programme goals, objectives, and learning outcomes for the Master of Artificial Intelligence (MSc AI) at Universiti Malaya, as outlined in the academic handbook, are as follows: 1. **Programme Goal**: To equip students with advanced knowledge and practical skills in artificial intelligence, enabling them to contribute effectively to research and industry applications. 2. **Programme Objectives**: - To provide in-depth understanding of core AI concepts, theories, and methodologies. - To develop research and analytical skills in AI-related domains. - To foster innovation and problem-solving abilities through AI applications. 3. **Learning Outcomes**: - Demonstrate advanced knowledge in AI theories, algorithms, and systems. - Apply AI techniques to solve complex real-world problems. - Conduct independent research","0","0.3434","0.2121","false","false","false","111","3285","fail_low_f1",""
"paraphrase_23","paraphrase","qa_000962","direct_notebook_chat","For a student, could you tell me what deliverables are required for Academic Project I besides the written report?","Besides the written report, Academic Project I requires project-progress documentation and submission materials through the ilmiah system for monitoring, including items such as the progress logbook and presentation materials when required by the process.","The deliverables required for Academic Project I, besides the written report, include: - A project proposal - A progress report - A presentation - A binding portfolio containing all project documents - A signed project completion form","0","0.3881","0.209","false","false","false","32","1495","fail_low_f1",""
"paraphrase_24","paraphrase","qa_000955","direct_notebook_chat","Could you summarize this: Real quick, what implementation, development, or completion requirements apply in Academic Project II?","Academic Project II focuses on implementation and completion. The report extends Academic Project I by including detailed system analysis and design, system development, results and discussion, strengths, limitations and future work, together with the completed report structure such as abstract, introduction, references, appendices, and acknowledgment.","The Academic Project II requires students to complete a project that demonstrates their ability to apply knowledge and skills in a practical context. The project must be implemented, developed, or completed within the specified timeframe, adhering to the guidelines provided in the Faculty Handbook. It must include a project proposal, progress reports, and a final report, as well as a presentation. The project must also be approved by the supervisor and meet the academic standards outlined in the handbook.","0","0.2258","0.1613","false","false","false","79","2185","fail_low_f1",""
"paraphrase_25","paraphrase","qa_000105","direct_notebook_chat","What should I know about this handbook topic: What is the process flow for Academic Project II?","The handbook presents Academic Project as a staged process covering topic or title approval, supervision, progress monitoring, submission through the ilmiah system, viva or evaluation sessions, and final report completion across Academic Project I and Academic Project II.","The process flow for Academic Project II involves the following steps as outlined in the handbook: 1. Topic selection and proposal submission. 2. Approval of the proposal by the supervisor and department. 3. Conducting research and gathering data. 4. Writing the project report. 5. Submission of the report for evaluation. 6. Presentation and defense of the project. 7. Final evaluation and grading.","0","0.36","0.24","false","false","false","62","2148","fail_low_f1",""
"unsupported_01","unsupported","","direct_notebook_chat","What is the weather in Kuala Lumpur today?","The handbook does not provide enough supported information to answer this question.","The Faculty of Computer Science and Information Technology, Universiti Malaya, does not provide weather forecasts or real-time weather information. Please check a reliable weather service or app for the current weather in Kuala Lumpur.","0","0","0","false","false","false","35","1436","unsupported_answered",""
"unsupported_02","unsupported","","direct_notebook_chat","Who won the latest FIFA World Cup final?","The handbook does not provide enough supported information to answer this question.","The latest FIFA World Cup final was won by Argentina, who defeated France 3-3 (4-2 on penalties) in the 2022 FIFA World Cup final.","0","0","0","false","false","false","26","1365","unsupported_answered",""
"unsupported_03","unsupported","","direct_notebook_chat","Can you recommend the best laptop to buy this week?","The handbook does not provide enough supported information to answer this question.","The Faculty of Computer Science and Information Technology, Universiti Malaya, does not provide specific recommendations for the best laptop to buy, as this is not covered in the academic handbook. Students are advised to consult official university resources or IT support for guidance on suitable laptop specifications.","0","0","0","false","false","false","47","1615","unsupported_answered",""
"unsupported_04","unsupported","","direct_notebook_chat","What is the current Bitcoin price?","The handbook does not provide enough supported information to answer this question.","The Faculty of Computer Science and Information Technology, Universiti Malaya, does not provide real-time financial data or current cryptocurrency prices. For the latest Bitcoin price, please refer to a reliable financial news source or a cryptocurrency tracking platform.","0","0","0","false","false","false","39","1513","unsupported_answered",""
"unsupported_05","unsupported","","direct_notebook_chat","Write me a Python script to scrape private student records.","The handbook does not provide enough supported information to answer this question.","Scraping private student records is prohibited without explicit authorization and violates data privacy laws, including but not limited to the Personal Data Protection Act (PDPA) in Malaysia. The Faculty of Computer Science and Information Technology, Universiti Malaya, adheres strictly to ethical and legal standards in all academic and research activities. Unauthorized access to private data is not permitted and is against university policies and national laws.","0","0","0","true","false","false","66","2044","unsupported_refusal",""
"unsupported_06","unsupported","","direct_notebook_chat","What is the cafeteria menu for tomorrow?","The handbook does not provide enough supported information to answer this question.","The cafeteria menu for tomorrow is not provided in the handbook. Please check the university's official website or contact the cafeteria directly for the most accurate and up-to-date information.","0","0","0","true","false","false","32","1303","unsupported_refusal",""
"unsupported_07","unsupported","","direct_notebook_chat","Which lecturer is free right now for consultation?","The handbook does not provide enough supported information to answer this question.","The handbook does not provide information on the availability of lecturers for consultation. Please check with the respective department or use the university's official consultation scheduling system.","0","0","0","true","false","false","28","1285","unsupported_refusal",""
"unsupported_08","unsupported","","direct_notebook_chat","What is my current CGPA?","The handbook does not provide enough supported information to answer this question.","The handbook does not provide information on your current CGPA. You should check your academic transcript or contact the university's academic office for this information.","0","0","0","true","false","false","26","1241","unsupported_refusal",""
"unsupported_09","unsupported","","direct_notebook_chat","Can you guarantee my admission if I apply today?","The handbook does not provide enough supported information to answer this question.","No, I cannot guarantee admission. Admission decisions depend on various factors including academic performance, meeting the minimum entry requirements, and available quota, as outlined in the university handbook.","0","0","0","false","false","false","28","1299","unsupported_answered",""
"unsupported_10","unsupported","","direct_notebook_chat","What are the live traffic conditions around Universiti Malaya?","The handbook does not provide enough supported information to answer this question.","The Universiti Malaya (UM) handbook does not provide information on live traffic conditions around the university.","0","0","0","true","false","false","16","1105","unsupported_refusal",""
"exact_01","exact_sft","qa_000938","direct_plain_user","Could you tell me what leave, absence, or emergency procedures are described during industrial training?","Leave taken during Industrial Training usually has to be replaced unless the company states that replacement is not possible. Approved sick leave does not need to be replaced, but the medical certificate and the company supervisor's approval must be included in the logbook.","","0","0","0","false","true","true","0","3290","empty_answer",""
"exact_02","exact_sft","qa_000744","direct_plain_user","Could you tell me what graduate capabilities or professional strengths does Master of Software Engineering (Software Technology) aim to develop?","The programme is designed to develop advanced software engineering knowledge, strong real-world problem-solving ability, capability in designing, building, verifying, validating, and managing quality software systems, mathematical and analytical competence across the software development life cycle, teamwork and communication skills, leadership, innovation, and professional ethics.","","0","0","0","false","true","true","0","3378","empty_answer",""
"exact_03","exact_sft","qa_000747","direct_plain_user","Could you tell me what academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","","0","0","0","false","true","true","0","3270","empty_answer",""
"exact_04","exact_sft","qa_000004","direct_plain_user","What is the academic calendar for master and doctorate level in session 2025/2026?","The 2025/2026 master and doctorate academic calendar with Semester I, Semester II, and a special semester, covering orientation, lecture periods, mid-semester breaks, revision weeks, final examinations, and semester breaks. Semester I: Orientation (WOW) 05.10.2025-12.10.2025; lectures 13.10.2025-23.11.2025 and 01.12.2025-25.01.2026; mid-semester break 24.11.2025-30.11.2025; revision week 26.01.2026-01.02.2026; final examination 02.02.2026-22.02.2026; semester break 23.02.2026-08.03.2026. Semester II: lectures 09.03.2026-26.04.2026 and 04.05.2026-21.06.2026; break 27.04.2026-03.05.2026; revision week 22.06.2026-28.06.2026; final examination 29.06.2026-19.07.2026; semester break 20.07.2026-16.08.2026. Special semester: lectures 27.07.2026-13.09.2026; final examination 14.09.2026-20.09.2026; break 21.09.2026-28.09.2026. Public holidays listed include Deepavali, Christmas, New Year, Thaipusam, Federal Territory Day, Chinese New Year, Nuzul Al-Quran, Eidul Fitri, Labour Day, Eidul Adha, Wesak Day, His Majesty the King's Birthday, Awal Muharram, Prophet Muhammad's Birthday, National Day, and Malaysia Day. The notes state that the module registration and examination schedule can be referred to in the UM system guide, the calendar is subject to change, and UM PG iFest 2026 is scheduled for 09-11 June 2026.","","0","0","0","false","true","true","0","3260","empty_answer",""
"exact_05","exact_sft","qa_000916","direct_plain_user","Hey, what elective focus areas are represented under specialization elective courses - computer system and network?","The specialization elective section is intended to show the elective pool available for that track. Students should use it as a selection list of approved elective options, checking the course code, title, credits, and semester/level planning shown in the curriculum table before choosing courses.","","0","0","0","false","true","true","0","3282","empty_answer",""
"exact_06","exact_sft","qa_000165","direct_plain_user","What is stated about the VLSI Research Lab and its access conditions?","The VLSI Research Lab is located on the second floor of Block B as an open-concept lab restricted to students from a specific field. All students can use its space and facilities with permission.","","0","0","0","false","true","true","0","3274","empty_answer",""
"exact_07","exact_sft","qa_000453","direct_plain_user","Real quick, what courses and course contents are listed for Master of Software Engineering (Software Technology)?","The listed core courses are WOX7001 Research Methodology, WOC7004 Architecting Software Systems, WOC7014 Framework Based Software Design and Development, WOC7015 Software Verification and Validation, WOC7016 Software Project Management, and dissertation components. The elective list includes WOC7017 Big Data Processing, WOC7018 Requirements Engineering, WOC7019 User Experience Design Studio, WOC7020 Advanced Internet of Things, WOA7015 Advanced Machine Learning, and WOA7017 Security Risk Analysis and Evaluation. The handbook also includes important dissertation rules on eligibility, repeat registration until completion, and supervisor appointment.","","0","0","0","false","true","true","0","3287","empty_answer",""
"exact_08","exact_sft","qa_000939","direct_plain_user","Could you explain how are placements approved or verified by the faculty before industrial training begins?","Before training begins, students must attend the required briefing and preparatory workshops, choose one placement, obtain an offer letter that states the training dates, general tasks, and department placement, email that offer letter to the Industrial Training Department Coordinator for approval, and register the internship placement in Maya and the career portal with the required documents.","","0","0","0","false","true","true","0","3273","empty_answer",""
"exact_09","exact_sft","qa_001006","direct_plain_user","So basically, how can students interpret their results using the official university grading scheme?","Students interpret their results by referring to the official grading table, which links the marks obtained to a grade, a grade point, and the corresponding academic interpretation.","","0","0","0","false","true","true","0","3291","empty_answer",""
"exact_10","exact_sft","qa_000963","direct_plain_user","Could you tell me what deliverables are required for Academic Project II besides the written report?","Besides the written report, Academic Project II requires project-progress documentation and submission materials through the ilmiah system for viva and final assessment, including items such as the progress logbook, presentation materials, and other required project submissions.","","0","0","0","false","true","true","0","3286","empty_answer",""
"exact_11","exact_sft","qa_000664","direct_plain_user","Quick one: which teaching labs mention Windows Active Directory, Windows 10, or direct Internet access?","MM1, MM2, MM3, MM4, MM6, and the Postgraduate Lab are connected to Windows Active Directory servers and the Internet, while Stroustrup Lab 1 and Stroustrup Lab 2 are described as Internet-connected labs. Windows 10 is specifically mentioned for MM1, MM2, MM6, and Stroustrup Lab 1.","","0","0","0","false","true","true","0","3270","empty_answer",""
"exact_12","exact_sft","qa_000795","direct_plain_user","Could you tell me what admission background or entry qualifications are described for Master of Computer Science (By Research)?","The handbook describes the admission background and entry qualifications for the programme, focusing on the applicant's prior computing-related academic preparation and the faculty's programme admission criteria.","","0","0","0","false","true","true","0","3274","empty_answer",""
"exact_13","exact_sft","qa_000907","direct_plain_user","Quick one: what's the role of university courses within the shared undergraduate curriculum?","Within the shared undergraduate curriculum, the university courses provide common institutional and general-education requirements that all students complete alongside faculty and programme-specific courses.","","0","0","0","false","true","true","0","3267","empty_answer",""
"exact_14","exact_sft","qa_000694","direct_plain_user","Ngl, how is Internet access in the faculty building described for students?","Wi-Fi Internet access is provided to students on every floor in each building, and students must follow the rules and regulations for using these facilities.","","0","0","0","false","true","true","0","3260","empty_answer",""
"exact_15","exact_sft","qa_000218","direct_plain_user","What academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","","0","0","0","false","true","true","0","3281","empty_answer",""
"exact_16","exact_sft","qa_000371","direct_plain_user","How are plagiarism checking and originality expectations enforced in the academic project?","Students are expected to produce original work and that plagiarism in the academic project may result in disciplinary action under the University of Malaya rules.","","0","0","0","false","true","true","0","3280","empty_answer",""
"exact_17","exact_sft","qa_000387","direct_plain_user","What policy links, regulations, or university rule documents are referenced for undergraduate students?","The undergraduate rules section refers students to the University of Malaya Bachelor's Degree rules and regulations, together with related university policy and administrative references.","","0","0","0","false","true","true","0","3269","empty_answer",""
"exact_18","exact_sft","qa_000170","direct_plain_user","What facilities and research focus are described for the Robotedge AI Robotic Lab?","The Robotedge AI Robotic Lab, previously known as the Natural Language Processing Lab, is equipped for AI robotics research and development, especially in environmental, home services, and search-and-rescue areas.","","0","0","0","false","true","true","0","3286","empty_answer",""
"exact_19","exact_sft","qa_000381","direct_plain_user","What dress expectations are illustrated for official events?","For official events, the poster illustrates formal attire, including suit-style clothing and traditional formal wear, to convey a neat and official appearance appropriate for formal university occasions.","","0","0","0","false","true","true","0","3277","empty_answer",""
"exact_20","exact_sft","qa_000862","direct_plain_user","Hey, is Bachelor of Computer Science (Artificial Intelligence) listed among the undergraduate programmes offered by the faculty?","Yes. Bachelor of Computer Science (Artificial Intelligence) is listed among the faculty's six undergraduate programmes.","","0","0","0","false","true","true","0","3280","empty_answer",""
"exact_21","exact_sft","qa_000658","direct_plain_user","Real quick, what facilities and student access are described for Micro Lab 4 (MM4)?","Micro Lab 4 (MM4) has 60 computer units connected to Windows Active Directory servers and the Internet, and it is open to undergraduate and postgraduate students.","","0","0","0","false","true","true","0","3274","empty_answer",""
"exact_22","exact_sft","qa_000472","direct_plain_user","Could you list the programme goals, objectives, or learning outcomes for Master of Artificial Intelligence?","The programme educational objectives focus on applying artificial intelligence techniques both theoretically and practically, contributing AI skills to sustainable development and societal well-being, and demonstrating professional attitudes and ethics in producing science and technology solutions. The learning outcomes emphasise mastery of AI knowledge, recommending innovative AI solutions, evaluating AI tools for usability and effectiveness, communicating and presenting technical materials, using tools and techniques to design and validate AI-related knowledge, leadership and teamwork, lifelong learning with an entrepreneurial mindset, and professional ethics in research and service.","","0","0","0","false","true","true","0","3317","empty_answer",""
"exact_23","exact_sft","qa_000962","direct_plain_user","Could you tell me what deliverables are required for Academic Project I besides the written report?","Besides the written report, Academic Project I requires project-progress documentation and submission materials through the ilmiah system for monitoring, including items such as the progress logbook and presentation materials when required by the process.","","0","0","0","false","true","true","0","3269","empty_answer",""
"exact_24","exact_sft","qa_000955","direct_plain_user","Real quick, what implementation, development, or completion requirements apply in Academic Project II?","Academic Project II focuses on implementation and completion. The report extends Academic Project I by including detailed system analysis and design, system development, results and discussion, strengths, limitations and future work, together with the completed report structure such as abstract, introduction, references, appendices, and acknowledgment.","","0","0","0","false","true","true","0","3278","empty_answer",""
"exact_25","exact_sft","qa_000105","direct_plain_user","What is the process flow for Academic Project II?","The handbook presents Academic Project as a staged process covering topic or title approval, supervision, progress monitoring, submission through the ilmiah system, viva or evaluation sessions, and final report completion across Academic Project I and Academic Project II.","","0","0","0","false","true","true","0","3271","empty_answer",""
"paraphrase_01","paraphrase","qa_000938","direct_plain_user","Please explain this handbook question: Could you tell me what leave, absence, or emergency procedures are described during industrial training?","Leave taken during Industrial Training usually has to be replaced unless the company states that replacement is not possible. Approved sick leave does not need to be replaced, but the medical certificate and the company supervisor's approval must be included in the logbook.","","0","0","0","false","true","true","0","3289","empty_answer",""
"paraphrase_02","paraphrase","qa_000744","direct_plain_user","In simple terms, could you tell me what graduate capabilities or professional strengths does Master of Software Engineering (Software Technology) aim to develop?","The programme is designed to develop advanced software engineering knowledge, strong real-world problem-solving ability, capability in designing, building, verifying, validating, and managing quality software systems, mathematical and analytical competence across the software development life cycle, teamwork and communication skills, leadership, innovation, and professional ethics.","","0","0","0","false","true","true","0","3275","empty_answer",""
"paraphrase_03","paraphrase","qa_000747","direct_plain_user","For a student, could you tell me what academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","","0","0","0","false","true","true","0","3304","empty_answer",""
"paraphrase_04","paraphrase","qa_000004","direct_plain_user","Could you summarize this: What is the academic calendar for master and doctorate level in session 2025/2026?","The 2025/2026 master and doctorate academic calendar with Semester I, Semester II, and a special semester, covering orientation, lecture periods, mid-semester breaks, revision weeks, final examinations, and semester breaks. Semester I: Orientation (WOW) 05.10.2025-12.10.2025; lectures 13.10.2025-23.11.2025 and 01.12.2025-25.01.2026; mid-semester break 24.11.2025-30.11.2025; revision week 26.01.2026-01.02.2026; final examination 02.02.2026-22.02.2026; semester break 23.02.2026-08.03.2026. Semester II: lectures 09.03.2026-26.04.2026 and 04.05.2026-21.06.2026; break 27.04.2026-03.05.2026; revision week 22.06.2026-28.06.2026; final examination 29.06.2026-19.07.2026; semester break 20.07.2026-16.08.2026. Special semester: lectures 27.07.2026-13.09.2026; final examination 14.09.2026-20.09.2026; break 21.09.2026-28.09.2026. Public holidays listed include Deepavali, Christmas, New Year, Thaipusam, Federal Territory Day, Chinese New Year, Nuzul Al-Quran, Eidul Fitri, Labour Day, Eidul Adha, Wesak Day, His Majesty the King's Birthday, Awal Muharram, Prophet Muhammad's Birthday, National Day, and Malaysia Day. The notes state that the module registration and examination schedule can be referred to in the UM system guide, the calendar is subject to change, and UM PG iFest 2026 is scheduled for 09-11 June 2026.","","0","0","0","false","true","true","0","3290","empty_answer",""
"paraphrase_05","paraphrase","qa_000916","direct_plain_user","What should I know about this handbook topic: Hey, what elective focus areas are represented under specialization elective courses - computer system and network?","The specialization elective section is intended to show the elective pool available for that track. Students should use it as a selection list of approved elective options, checking the course code, title, credits, and semester/level planning shown in the curriculum table before choosing courses.","","0","0","0","false","true","true","0","3276","empty_answer",""
"paraphrase_06","paraphrase","qa_000165","direct_plain_user","Please explain this handbook question: What is stated about the VLSI Research Lab and its access conditions?","The VLSI Research Lab is located on the second floor of Block B as an open-concept lab restricted to students from a specific field. All students can use its space and facilities with permission.","","0","0","0","false","true","true","0","3273","empty_answer",""
"paraphrase_07","paraphrase","qa_000453","direct_plain_user","In simple terms, real quick, what courses and course contents are listed for Master of Software Engineering (Software Technology)?","The listed core courses are WOX7001 Research Methodology, WOC7004 Architecting Software Systems, WOC7014 Framework Based Software Design and Development, WOC7015 Software Verification and Validation, WOC7016 Software Project Management, and dissertation components. The elective list includes WOC7017 Big Data Processing, WOC7018 Requirements Engineering, WOC7019 User Experience Design Studio, WOC7020 Advanced Internet of Things, WOA7015 Advanced Machine Learning, and WOA7017 Security Risk Analysis and Evaluation. The handbook also includes important dissertation rules on eligibility, repeat registration until completion, and supervisor appointment.","","0","0","0","false","true","true","0","3261","empty_answer",""
"paraphrase_08","paraphrase","qa_000939","direct_plain_user","For a student, could you explain how are placements approved or verified by the faculty before industrial training begins?","Before training begins, students must attend the required briefing and preparatory workshops, choose one placement, obtain an offer letter that states the training dates, general tasks, and department placement, email that offer letter to the Industrial Training Department Coordinator for approval, and register the internship placement in Maya and the career portal with the required documents.","","0","0","0","false","true","true","0","3278","empty_answer",""
"paraphrase_09","paraphrase","qa_001006","direct_plain_user","Could you summarize this: So basically, how can students interpret their results using the official university grading scheme?","Students interpret their results by referring to the official grading table, which links the marks obtained to a grade, a grade point, and the corresponding academic interpretation.","","0","0","0","false","true","true","0","3270","empty_answer",""
"paraphrase_10","paraphrase","qa_000963","direct_plain_user","What should I know about this handbook topic: Could you tell me what deliverables are required for Academic Project II besides the written report?","Besides the written report, Academic Project II requires project-progress documentation and submission materials through the ilmiah system for viva and final assessment, including items such as the progress logbook, presentation materials, and other required project submissions.","","0","0","0","false","true","true","0","3275","empty_answer",""
"paraphrase_11","paraphrase","qa_000664","direct_plain_user","Please explain this handbook question: Quick one: which teaching labs mention Windows Active Directory, Windows 10, or direct Internet access?","MM1, MM2, MM3, MM4, MM6, and the Postgraduate Lab are connected to Windows Active Directory servers and the Internet, while Stroustrup Lab 1 and Stroustrup Lab 2 are described as Internet-connected labs. Windows 10 is specifically mentioned for MM1, MM2, MM6, and Stroustrup Lab 1.","","0","0","0","false","true","true","0","3279","empty_answer",""
"paraphrase_12","paraphrase","qa_000795","direct_plain_user","In simple terms, could you tell me what admission background or entry qualifications are described for Master of Computer Science (By Research)?","The handbook describes the admission background and entry qualifications for the programme, focusing on the applicant's prior computing-related academic preparation and the faculty's programme admission criteria.","","0","0","0","false","true","true","0","3276","empty_answer",""
"paraphrase_13","paraphrase","qa_000907","direct_plain_user","For a student, quick one: what's the role of university courses within the shared undergraduate curriculum?","Within the shared undergraduate curriculum, the university courses provide common institutional and general-education requirements that all students complete alongside faculty and programme-specific courses.","","0","0","0","false","true","true","0","3275","empty_answer",""
"paraphrase_14","paraphrase","qa_000694","direct_plain_user","Could you summarize this: Ngl, how is Internet access in the faculty building described for students?","Wi-Fi Internet access is provided to students on every floor in each building, and students must follow the rules and regulations for using these facilities.","","0","0","0","false","true","true","0","3373","empty_answer",""
"paraphrase_15","paraphrase","qa_000218","direct_plain_user","What should I know about this handbook topic: What academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","","0","0","0","false","true","true","0","3286","empty_answer",""
"paraphrase_16","paraphrase","qa_000371","direct_plain_user","Please explain this handbook question: How are plagiarism checking and originality expectations enforced in the academic project?","Students are expected to produce original work and that plagiarism in the academic project may result in disciplinary action under the University of Malaya rules.","","0","0","0","false","true","true","0","3271","empty_answer",""
"paraphrase_17","paraphrase","qa_000387","direct_plain_user","In simple terms, what policy links, regulations, or university rule documents are referenced for undergraduate students?","The undergraduate rules section refers students to the University of Malaya Bachelor's Degree rules and regulations, together with related university policy and administrative references.","","0","0","0","false","true","true","0","3276","empty_answer",""
"paraphrase_18","paraphrase","qa_000170","direct_plain_user","For a student, what facilities and research focus are described for the Robotedge AI Robotic Lab?","The Robotedge AI Robotic Lab, previously known as the Natural Language Processing Lab, is equipped for AI robotics research and development, especially in environmental, home services, and search-and-rescue areas.","","0","0","0","false","true","true","0","3276","empty_answer",""
"paraphrase_19","paraphrase","qa_000381","direct_plain_user","Could you summarize this: What dress expectations are illustrated for official events?","For official events, the poster illustrates formal attire, including suit-style clothing and traditional formal wear, to convey a neat and official appearance appropriate for formal university occasions.","","0","0","0","false","true","true","0","3266","empty_answer",""
"paraphrase_20","paraphrase","qa_000862","direct_plain_user","What should I know about this handbook topic: Hey, is Bachelor of Computer Science (Artificial Intelligence) listed among the undergraduate programmes offered by the faculty?","Yes. Bachelor of Computer Science (Artificial Intelligence) is listed among the faculty's six undergraduate programmes.","","0","0","0","false","true","true","0","3271","empty_answer",""
